Timestamp,Location,Vehicle Count,Avg Speed,Density
2025-04-09 17:01:22.482407,CRP Square,130,21,78.71
2025-04-09 17:01:32.483940,Jaydev Vihar,145,77,160.87
2025-04-09 17:01:32.485401,Rupali Square,48,42,46.43
2025-04-09 17:01:32.487860,CRP Square,78,26,73.25
2025-04-09 17:01:42.490194,Jaydev Vihar,78,39,54.01
2025-04-09 17:01:42.490194,Rupali Square,17,30,25.85
2025-04-09 17:01:42.490194,CRP Square,26,65,22.51
2025-04-09 17:01:52.497070,Jaydev Vihar,70,68,39.92
2025-04-09 17:01:52.497070,Rupali Square,141,32,225.11
2025-04-09 17:01:52.499618,CRP Square,150,76,77.28
2025-04-09 17:02:05.256052,Jaydev Vihar,98,61,52.27
2025-04-09 17:02:05.751234,Rupali Square,135,74,84.87
2025-04-09 17:02:05.753475,CRP Square,111,50,221.9
2025-04-09 17:02:15.755294,Jaydev Vihar,130,76,95.87
2025-04-09 17:02:16.184712,Rupali Square,42,38,44.79
2025-04-09 17:02:16.202812,CRP Square,119,34,69.99
2025-04-09 17:02:26.204524,Jaydev Vihar,67,30,44.83
2025-04-09 17:02:27.369230,Rupali Square,71,27,65.88
2025-04-09 17:02:27.873793,CRP Square,72,79,43.95
2025-04-09 17:02:38.798743,Jaydev Vihar,122,57,61.55
2025-04-09 17:02:38.821367,Rupali Square,16,31,9.01
2025-04-09 17:02:38.824208,CRP Square,112,77,83.04
2025-04-09 17:02:48.826424,Jaydev Vihar,111,50,61.88
2025-04-09 17:02:48.826424,Rupali Square,70,46,64.07
2025-04-09 17:02:48.934309,CRP Square,49,42,24.84
2025-04-09 17:02:58.937178,Jaydev Vihar,114,57,122.7
2025-04-09 17:02:58.956929,Rupali Square,102,41,86.35
2025-04-09 17:02:58.959042,CRP Square,23,76,20.26
2025-04-09 17:03:08.961690,Jaydev Vihar,31,31,29.02
2025-04-09 17:03:08.961690,Rupali Square,16,47,11.17
2025-04-09 17:03:09.074030,CRP Square,13,43,15.1
2025-04-09 17:03:19.084767,Jaydev Vihar,54,34,41.86
2025-04-09 17:03:19.084767,Rupali Square,35,21,32.18
2025-04-09 17:03:19.084767,CRP Square,57,43,35.3
2025-04-09 17:03:29.091360,Jaydev Vihar,106,53,64.64
2025-04-09 17:03:29.091360,Rupali Square,109,20,100.66
2025-04-09 17:03:29.091360,CRP Square,66,60,105.51
2025-04-09 17:03:39.097554,Jaydev Vihar,118,34,198.06
2025-04-09 17:03:39.772462,Rupali Square,128,60,197.7
2025-04-09 17:03:39.775316,CRP Square,108,27,127.09
2025-04-09 17:03:49.777327,Jaydev Vihar,71,70,43.25
2025-04-09 17:03:50.096325,Rupali Square,84,38,54.82
2025-04-09 17:03:50.098800,CRP Square,82,47,82.73
2025-04-09 17:04:00.100447,Jaydev Vihar,86,56,81.04
2025-04-09 17:04:00.100447,Rupali Square,143,75,183.16
2025-04-09 17:04:00.100447,CRP Square,65,56,70.03
2025-04-09 17:04:10.106298,Jaydev Vihar,93,76,95.12
2025-04-09 17:04:10.137640,Rupali Square,48,75,49.78
2025-04-09 17:04:10.137640,CRP Square,24,80,39.38
2025-04-09 17:04:20.152880,Jaydev Vihar,23,29,36.78
2025-04-09 17:04:20.154010,Rupali Square,62,71,76.64
2025-04-09 17:04:20.155353,CRP Square,116,69,75.59
2025-04-09 17:04:30.157341,Jaydev Vihar,74,53,131.11
2025-04-09 17:04:30.159463,Rupali Square,130,47,91.36
2025-04-09 17:04:30.161606,CRP Square,36,36,20.23
2025-04-09 17:04:40.164149,Jaydev Vihar,29,41,17.75
2025-04-09 17:04:40.164149,Rupali Square,124,28,105.57
2025-04-09 17:04:40.164149,CRP Square,18,72,27.89
2025-04-09 17:04:50.170403,Jaydev Vihar,126,31,197.02
2025-04-09 17:04:50.226710,Rupali Square,110,53,82.06
2025-04-09 17:04:50.226710,CRP Square,43,26,36.79
2025-04-09 17:05:00.230934,Jaydev Vihar,104,70,75.72
2025-04-09 17:05:00.230934,Rupali Square,17,49,9.06
2025-04-09 17:05:00.230934,CRP Square,78,43,45.79
2025-04-09 17:05:10.237283,Jaydev Vihar,19,49,21.86
2025-04-09 17:05:10.239814,Rupali Square,109,67,83.95
2025-04-09 17:05:10.239814,CRP Square,39,79,53.84
2025-04-09 17:05:20.243663,Jaydev Vihar,143,32,85.67
2025-04-09 17:05:20.245530,Rupali Square,122,33,67.57
2025-04-09 17:05:20.247727,CRP Square,56,28,68.82
2025-04-09 17:05:30.250099,Jaydev Vihar,139,36,78.18
2025-04-09 17:05:30.250099,Rupali Square,96,50,51.9
2025-04-09 17:05:30.250099,CRP Square,89,61,49.69
2025-04-09 17:05:40.256305,Jaydev Vihar,77,47,109.28
2025-04-09 17:05:40.302921,Rupali Square,96,42,69.7
2025-04-09 17:05:40.349746,CRP Square,95,67,100.45
2025-04-09 17:05:50.351708,Jaydev Vihar,31,31,29.55
2025-04-09 17:05:50.352708,Rupali Square,101,72,60.37
2025-04-09 17:05:50.354209,CRP Square,104,31,204.73
2025-04-09 17:06:00.355594,Jaydev Vihar,15,24,7.98
2025-04-09 17:06:00.355594,Rupali Square,128,77,93.19
2025-04-09 17:06:00.355594,CRP Square,138,36,128.97
2025-04-09 17:06:10.361445,Jaydev Vihar,34,44,24.95
2025-04-09 17:06:10.361445,Rupali Square,64,53,83.61
2025-04-09 17:06:10.361445,CRP Square,53,50,31.63
2025-04-09 17:06:20.367957,Jaydev Vihar,140,48,92.92
2025-04-09 17:06:20.367957,Rupali Square,140,26,184.65
2025-04-09 17:06:20.367957,CRP Square,132,71,98.08
2025-04-09 17:06:30.375010,Jaydev Vihar,40,33,73.44
2025-04-09 17:06:32.869225,Rupali Square,36,71,18.83
2025-04-09 17:06:32.871659,CRP Square,89,59,124.14
2025-04-09 17:06:42.873304,Jaydev Vihar,67,24,56.17
2025-04-09 17:06:42.873955,Rupali Square,130,41,103.22
2025-04-09 17:06:42.873955,CRP Square,93,21,64.85
2025-04-09 17:06:52.879686,Jaydev Vihar,146,47,146.89
2025-04-09 17:06:52.879686,Rupali Square,95,69,76.16
2025-04-09 17:06:52.879686,CRP Square,132,53,145.11
2025-04-09 17:07:02.886246,Jaydev Vihar,73,52,43.85
2025-04-09 17:07:02.886246,Rupali Square,102,76,108.53
2025-04-09 17:07:02.886246,CRP Square,123,22,99.02
2025-04-09 17:07:12.892195,Jaydev Vihar,24,67,41.17
2025-04-09 17:07:12.892195,Rupali Square,143,67,95.78
2025-04-09 17:07:12.892195,CRP Square,14,74,19.76
2025-04-09 17:07:22.898977,Jaydev Vihar,90,22,49.94
2025-04-09 17:07:22.898977,Rupali Square,79,76,52.05
2025-04-09 17:07:22.898977,CRP Square,111,55,63.46
2025-04-09 17:07:32.904859,Jaydev Vihar,56,73,65.29
2025-04-09 17:07:32.970901,Rupali Square,92,29,84.16
2025-04-09 17:07:32.978289,CRP Square,27,45,15.85
2025-04-09 17:07:42.990232,Jaydev Vihar,63,22,37.15
2025-04-09 17:07:43.040052,Rupali Square,25,45,30.92
2025-04-09 17:07:43.056275,CRP Square,132,64,107.01
2025-04-09 17:07:53.058790,Jaydev Vihar,36,75,25.69
2025-04-09 17:07:53.181025,Rupali Square,138,33,69.46
2025-04-09 17:07:53.181025,CRP Square,122,57,88.04
2025-04-09 17:08:03.192602,Jaydev Vihar,47,67,28.06
2025-04-09 17:08:03.193603,Rupali Square,76,75,98.71
2025-04-09 17:08:03.209723,CRP Square,115,41,126.82
2025-04-09 17:08:13.223445,Jaydev Vihar,29,25,24.66
2025-04-09 17:08:13.223445,Rupali Square,50,31,35.88
2025-04-09 17:08:13.223445,CRP Square,147,40,123.14
2025-04-09 17:08:23.230125,Jaydev Vihar,110,69,97.49
2025-04-09 17:08:23.230125,Rupali Square,73,27,54.98
2025-04-09 17:08:23.230125,CRP Square,97,37,50.51
2025-04-09 17:08:33.237366,Jaydev Vihar,53,28,40.17
2025-04-09 17:08:33.237366,Rupali Square,102,77,57.03
2025-04-09 17:08:33.237366,CRP Square,93,38,111.46
2025-04-09 17:08:43.243630,Jaydev Vihar,72,46,129.73
2025-04-09 17:08:43.245066,Rupali Square,88,58,48.84
2025-04-09 17:08:43.247291,CRP Square,11,74,9.36
2025-04-09 17:08:53.249277,Jaydev Vihar,49,75,27.61
2025-04-09 17:08:53.251425,Rupali Square,33,39,51.99
2025-04-09 17:08:53.253113,CRP Square,119,50,107.58
2025-04-09 17:09:03.255426,Jaydev Vihar,83,56,141.19
2025-04-09 17:09:03.256522,Rupali Square,34,46,35.48
2025-04-09 17:09:03.258263,CRP Square,49,79,49.05
2025-04-09 17:09:13.260120,Jaydev Vihar,89,63,65.99
2025-04-09 17:09:13.260804,Rupali Square,32,80,28.51
2025-04-09 17:09:13.260804,CRP Square,138,44,81.99
2025-04-09 17:09:23.266250,Jaydev Vihar,123,69,207.91
2025-04-09 17:09:23.268888,Rupali Square,149,52,75.51
2025-04-09 17:09:23.271344,CRP Square,37,30,38.42
2025-04-09 17:09:33.273929,Jaydev Vihar,26,60,13.32
2025-04-09 17:09:33.275333,Rupali Square,73,79,89.98
2025-04-09 17:09:33.275333,CRP Square,89,24,57.69
2025-04-09 17:09:43.279499,Jaydev Vihar,13,39,18.58
2025-04-09 17:09:43.281381,Rupali Square,112,66,112.69
2025-04-09 17:09:43.281381,CRP Square,20,25,25.32
2025-04-09 17:09:53.284589,Jaydev Vihar,80,71,122.59
2025-04-09 17:09:53.286488,Rupali Square,45,21,79.26
2025-04-09 17:09:53.286488,CRP Square,78,43,154.99
2025-04-09 17:10:03.290193,Jaydev Vihar,69,70,49.53
2025-04-09 17:10:03.290193,Rupali Square,106,37,59.53
2025-04-09 17:10:03.290193,CRP Square,96,28,83.95
2025-04-09 17:10:13.296189,Jaydev Vihar,61,61,33.7
2025-04-09 17:10:13.296189,Rupali Square,73,44,37.65
2025-04-09 17:10:13.296189,CRP Square,141,66,79.6
2025-04-09 17:10:23.302010,Jaydev Vihar,120,26,65.53
2025-04-09 17:10:23.303831,Rupali Square,64,37,53.06
2025-04-09 17:10:23.303831,CRP Square,28,70,32.12
2025-04-09 17:10:33.308360,Jaydev Vihar,88,62,65.05
2025-04-09 17:10:33.308360,Rupali Square,118,64,108.86
2025-04-09 17:10:33.308360,CRP Square,104,56,68.08
2025-04-09 17:10:43.314521,Jaydev Vihar,17,28,13.57
2025-04-09 17:10:43.318814,Rupali Square,11,33,12.82
2025-04-09 17:10:43.318968,CRP Square,24,35,22.28
2025-04-09 17:10:53.322297,Jaydev Vihar,23,48,17.0
2025-04-09 17:10:53.322297,Rupali Square,128,78,64.79
2025-04-09 17:10:53.322297,CRP Square,112,60,59.92
2025-04-09 17:11:03.328604,Jaydev Vihar,85,28,43.88
2025-04-09 17:11:03.328604,Rupali Square,95,60,88.54
2025-04-09 17:11:03.328604,CRP Square,45,33,24.09
2025-04-09 17:11:13.334786,Jaydev Vihar,13,36,13.2
2025-04-09 17:11:13.350497,Rupali Square,54,40,85.1
2025-04-09 17:11:13.350497,CRP Square,19,36,20.37
2025-04-09 17:11:23.366597,Jaydev Vihar,93,27,129.94
2025-04-09 17:11:23.366597,Rupali Square,31,49,17.86
2025-04-09 17:11:23.370531,CRP Square,99,24,79.65
2025-04-09 17:11:33.372673,Jaydev Vihar,98,50,146.84
2025-04-09 17:11:33.372673,Rupali Square,28,79,38.97
2025-04-09 17:11:33.372673,CRP Square,138,36,90.38
2025-04-09 17:11:43.379189,Jaydev Vihar,91,59,62.28
2025-04-09 17:11:43.381104,Rupali Square,18,62,9.87
2025-04-09 17:11:43.441449,CRP Square,85,74,64.12
2025-04-09 17:11:53.443336,Jaydev Vihar,104,40,53.53
2025-04-09 17:11:53.443336,Rupali Square,54,68,35.0
2025-04-09 17:11:53.443336,CRP Square,57,55,103.32
2025-04-09 17:12:03.487583,Jaydev Vihar,33,36,43.53
2025-04-09 17:12:03.674472,Rupali Square,105,72,80.59
2025-04-09 17:12:03.675471,CRP Square,28,66,22.42
2025-04-09 17:12:13.677183,Jaydev Vihar,129,40,179.59
2025-04-09 17:12:13.678688,Rupali Square,41,55,31.04
2025-04-09 17:12:13.998585,CRP Square,135,31,84.2
2025-04-09 17:12:24.000722,Jaydev Vihar,130,54,94.7
2025-04-09 17:12:24.033105,Rupali Square,110,65,76.79
2025-04-09 17:12:24.264144,CRP Square,135,50,253.33
2025-04-09 17:12:34.278492,Jaydev Vihar,59,40,41.15
2025-04-09 17:12:34.278492,Rupali Square,37,65,22.2
2025-04-09 17:12:34.282619,CRP Square,135,26,74.89
2025-04-09 17:12:44.284563,Jaydev Vihar,122,32,146.98
2025-04-09 17:12:44.284563,Rupali Square,57,30,30.92
2025-04-09 17:12:44.315911,CRP Square,56,23,28.06
2025-04-09 17:12:54.325245,Jaydev Vihar,57,23,71.79
2025-04-09 17:12:54.326932,Rupali Square,98,46,73.48
2025-04-09 17:12:54.328457,CRP Square,96,29,70.7
2025-04-09 17:13:04.330233,Jaydev Vihar,34,69,59.19
2025-04-09 17:13:04.330233,Rupali Square,144,67,73.48
2025-04-09 17:13:04.330233,CRP Square,126,44,82.18
2025-04-09 17:13:14.336767,Jaydev Vihar,75,80,45.16
2025-04-09 17:13:14.336767,Rupali Square,59,38,43.17
2025-04-09 17:13:14.336767,CRP Square,112,34,71.01
2025-04-09 17:13:24.342389,Jaydev Vihar,112,45,60.67
2025-04-09 17:13:24.342389,Rupali Square,30,38,32.83
2025-04-09 17:13:24.342389,CRP Square,117,23,75.04
2025-04-09 17:13:34.348669,Jaydev Vihar,129,41,106.23
2025-04-09 17:13:34.348669,Rupali Square,114,29,203.46
2025-04-09 17:13:34.405442,CRP Square,64,38,58.01
2025-04-09 17:13:44.414637,Jaydev Vihar,85,24,82.13
2025-04-09 17:13:44.415135,Rupali Square,86,30,65.76
2025-04-09 17:13:44.415135,CRP Square,126,48,120.3
2025-04-09 17:13:54.419114,Jaydev Vihar,92,52,82.21
2025-04-09 17:13:54.420398,Rupali Square,123,51,79.19
2025-04-09 17:13:54.420870,CRP Square,83,45,47.12
2025-04-09 17:14:04.424062,Jaydev Vihar,53,68,26.54
2025-04-09 17:14:04.426566,Rupali Square,78,54,55.41
2025-04-09 17:14:04.428384,CRP Square,57,33,60.92
2025-04-09 17:14:14.431460,Jaydev Vihar,50,71,94.76
2025-04-09 17:14:14.431460,Rupali Square,66,38,34.71
2025-04-09 17:14:14.431460,CRP Square,29,38,34.12
2025-04-09 17:14:24.437482,Jaydev Vihar,138,78,248.89
2025-04-09 17:14:24.438468,Rupali Square,136,62,88.07
2025-04-09 17:14:24.439939,CRP Square,69,52,124.12
2025-04-09 17:14:34.440956,Jaydev Vihar,35,63,51.57
2025-04-09 17:14:34.442319,Rupali Square,80,78,84.75
2025-04-09 17:14:34.443404,CRP Square,39,60,35.98
2025-04-09 17:14:44.444617,Jaydev Vihar,28,40,35.21
2025-04-09 17:14:44.444617,Rupali Square,122,70,162.45
2025-04-09 17:14:44.449267,CRP Square,34,72,32.02
2025-04-09 17:14:54.450955,Jaydev Vihar,137,23,175.72
2025-04-09 17:14:54.453018,Rupali Square,27,41,35.47
2025-04-09 17:14:54.454715,CRP Square,94,43,57.67
2025-04-09 17:15:04.456779,Jaydev Vihar,123,65,95.83
2025-04-09 17:15:04.459522,Rupali Square,133,44,123.39
2025-04-09 17:15:04.461349,CRP Square,148,78,98.01
2025-04-09 17:15:14.463463,Jaydev Vihar,106,26,90.31
2025-04-09 17:15:14.463463,Rupali Square,10,29,6.83
2025-04-09 17:15:14.463463,CRP Square,52,66,88.38
2025-04-09 17:15:24.470053,Jaydev Vihar,85,44,89.87
2025-04-09 17:15:24.470053,Rupali Square,138,29,74.21
2025-04-09 17:15:24.533267,CRP Square,43,43,50.01
2025-04-09 17:15:34.548325,Jaydev Vihar,57,59,68.03
2025-04-09 17:15:34.548325,Rupali Square,34,67,55.23
2025-04-09 17:15:34.548325,CRP Square,62,69,41.41
2025-04-09 17:15:44.554550,Jaydev Vihar,77,37,45.69
2025-04-09 17:15:44.634061,Rupali Square,29,57,16.91
2025-04-09 17:15:44.650165,CRP Square,139,62,202.92
2025-04-09 17:15:54.652465,Jaydev Vihar,60,25,64.96
2025-04-09 17:15:54.652465,Rupali Square,35,80,20.75
2025-04-09 17:15:54.652465,CRP Square,104,56,77.58
2025-04-09 17:16:04.658517,Jaydev Vihar,68,73,50.75
2025-04-09 17:16:04.658517,Rupali Square,44,40,23.62
2025-04-09 17:16:04.658517,CRP Square,32,76,56.16
2025-04-09 17:16:14.664255,Jaydev Vihar,118,64,157.92
2025-04-09 17:16:14.666701,Rupali Square,91,27,54.46
2025-04-09 17:16:14.666701,CRP Square,118,68,179.68
2025-04-09 17:16:24.671134,Jaydev Vihar,89,58,77.7
2025-04-09 17:16:24.671134,Rupali Square,27,54,18.45
2025-04-09 17:16:24.671134,CRP Square,40,62,64.23
2025-04-09 17:16:34.749076,Jaydev Vihar,89,70,60.59
2025-04-09 17:16:34.751884,Rupali Square,93,67,61.79
2025-04-09 17:16:34.752383,CRP Square,137,24,198.33
2025-04-09 17:16:44.756060,Jaydev Vihar,44,30,42.24
2025-04-09 17:16:44.756060,Rupali Square,13,51,12.38
2025-04-09 17:16:44.756060,CRP Square,54,32,39.12
2025-04-09 17:16:54.861617,Jaydev Vihar,74,49,58.86
2025-04-09 17:16:54.863280,Rupali Square,45,36,37.7
2025-04-09 17:16:54.863637,CRP Square,88,41,57.12
2025-04-09 17:17:04.866445,Jaydev Vihar,92,65,72.1
2025-04-09 17:17:04.866445,Rupali Square,30,40,31.56
2025-04-09 17:17:04.866445,CRP Square,55,45,28.39
2025-04-09 17:17:14.873032,Jaydev Vihar,95,47,83.84
2025-04-09 17:17:14.873032,Rupali Square,138,72,101.78
2025-04-09 17:17:14.873032,CRP Square,108,59,73.95
2025-04-09 17:17:24.878361,Jaydev Vihar,95,20,76.64
2025-04-09 17:17:24.879881,Rupali Square,92,78,83.59
2025-04-09 17:17:24.880810,CRP Square,149,31,94.38
2025-04-09 17:17:34.882408,Jaydev Vihar,31,70,32.89
2025-04-09 17:17:34.882408,Rupali Square,78,71,123.68
2025-04-09 17:17:34.882408,CRP Square,41,70,24.77
2025-04-09 17:17:44.888783,Jaydev Vihar,65,76,41.05
2025-04-09 17:17:44.888783,Rupali Square,113,60,103.97
2025-04-09 17:17:44.888783,CRP Square,64,43,45.28
2025-04-09 17:17:54.895277,Jaydev Vihar,111,49,58.34
2025-04-09 17:17:54.895277,Rupali Square,36,36,21.14
2025-04-09 17:17:54.895277,CRP Square,93,42,116.48
2025-04-09 17:18:04.901494,Jaydev Vihar,48,46,32.54
2025-04-09 17:18:04.901494,Rupali Square,123,22,185.13
2025-04-09 17:18:04.904977,CRP Square,142,67,72.52
2025-04-09 17:18:14.906636,Jaydev Vihar,56,74,101.85
2025-04-09 17:18:14.906636,Rupali Square,45,38,23.62
2025-04-09 17:18:14.906636,CRP Square,17,80,10.13
2025-04-09 17:18:24.913402,Jaydev Vihar,64,48,39.46
2025-04-09 17:18:24.913402,Rupali Square,64,30,32.38
2025-04-09 17:18:24.913402,CRP Square,87,58,82.52
2025-04-09 17:18:34.919583,Jaydev Vihar,125,41,186.82
2025-04-09 17:18:34.919583,Rupali Square,100,24,106.04
2025-04-09 17:18:34.919583,CRP Square,30,29,22.05
2025-04-09 17:18:44.925992,Jaydev Vihar,132,51,102.47
2025-04-09 17:18:44.927978,Rupali Square,66,47,46.88
2025-04-09 17:18:44.927978,CRP Square,121,53,89.88
2025-04-09 17:18:54.931427,Jaydev Vihar,133,70,96.74
2025-04-09 17:18:54.932842,Rupali Square,51,28,33.88
2025-04-09 17:18:54.934162,CRP Square,92,35,129.71
2025-04-09 17:19:04.935901,Jaydev Vihar,42,32,75.86
2025-04-09 17:19:04.935901,Rupali Square,51,72,47.15
2025-04-09 17:19:04.935901,CRP Square,56,71,29.64
2025-04-09 17:19:14.942365,Jaydev Vihar,36,62,43.98
2025-04-09 17:19:14.955129,Rupali Square,65,21,79.44
2025-04-09 17:19:14.956448,CRP Square,98,79,159.42
2025-04-09 17:19:24.958091,Jaydev Vihar,140,50,81.06
2025-04-09 17:19:24.958091,Rupali Square,133,20,149.63
2025-04-09 17:19:24.958091,CRP Square,37,75,47.08
2025-04-09 17:19:34.964699,Jaydev Vihar,95,70,59.44
2025-04-09 17:19:34.964699,Rupali Square,129,75,99.28
2025-04-09 17:19:34.968426,CRP Square,41,30,22.33
2025-04-09 17:19:44.970940,Jaydev Vihar,109,20,60.42
2025-04-09 17:19:44.970940,Rupali Square,134,78,215.71
2025-04-09 17:19:44.987873,CRP Square,122,43,211.2
2025-04-09 17:19:54.990715,Jaydev Vihar,143,54,192.41
2025-04-09 17:19:54.990715,Rupali Square,36,63,65.12
2025-04-09 17:19:54.990715,CRP Square,58,80,34.8
2025-04-09 17:20:04.997664,Jaydev Vihar,79,45,45.05
2025-04-09 17:20:04.997664,Rupali Square,71,20,82.81
2025-04-09 17:20:04.997664,CRP Square,35,44,46.63
2025-04-09 17:20:15.004252,Jaydev Vihar,78,26,79.81
2025-04-09 17:20:15.004252,Rupali Square,75,20,109.92
2025-04-09 17:20:15.008470,CRP Square,58,27,35.39
2025-04-09 17:20:25.010421,Jaydev Vihar,133,69,225.92
2025-04-09 17:20:25.010421,Rupali Square,51,64,28.79
2025-04-09 17:20:25.010421,CRP Square,47,35,67.24
2025-04-09 17:20:35.016405,Jaydev Vihar,10,60,19.49
2025-04-09 17:20:37.708485,Rupali Square,38,41,35.69
2025-04-09 17:20:37.711413,CRP Square,101,37,69.91
2025-04-09 17:20:47.712687,Jaydev Vihar,117,38,58.64
2025-04-09 17:20:47.714316,Rupali Square,83,62,118.99
2025-04-09 17:20:47.714316,CRP Square,101,76,155.83
2025-04-09 17:20:57.719136,Jaydev Vihar,63,65,76.5
2025-04-09 17:20:57.740388,Rupali Square,141,58,122.24
2025-04-09 17:20:57.740388,CRP Square,144,65,96.41
2025-04-09 17:21:07.748360,Jaydev Vihar,150,31,120.02
2025-04-09 17:21:07.748880,Rupali Square,147,33,146.94
2025-04-09 17:21:07.748880,CRP Square,64,25,49.69
2025-04-09 17:21:17.756447,Jaydev Vihar,35,68,35.04
2025-04-09 17:21:17.758826,Rupali Square,65,20,34.54
2025-04-09 17:21:17.761704,CRP Square,129,20,110.05
2025-04-09 17:21:27.763993,Jaydev Vihar,35,29,22.18
2025-04-09 17:21:27.766272,Rupali Square,89,44,64.43
2025-04-09 17:21:27.767870,CRP Square,61,60,32.48
2025-04-09 17:21:37.770505,Jaydev Vihar,25,63,20.62
2025-04-09 17:21:37.770505,Rupali Square,48,79,80.81
2025-04-09 17:21:37.774930,CRP Square,129,68,135.48
2025-04-09 17:21:47.777678,Jaydev Vihar,44,30,56.73
2025-04-09 17:21:47.779268,Rupali Square,67,59,45.82
2025-04-09 17:21:47.781807,CRP Square,64,71,62.85
2025-04-09 17:21:57.784091,Jaydev Vihar,122,60,76.3
2025-04-09 17:21:57.784091,Rupali Square,30,38,54.38
2025-04-09 17:21:57.784091,CRP Square,135,57,77.49
2025-04-09 17:22:07.790796,Jaydev Vihar,92,63,173.03
2025-04-09 17:22:07.793221,Rupali Square,132,20,127.46
2025-04-09 17:22:07.794849,CRP Square,35,22,20.25
2025-04-09 17:22:17.797247,Jaydev Vihar,29,39,17.1
2025-04-09 17:22:17.933428,Rupali Square,74,80,52.72
2025-04-09 17:22:17.933428,CRP Square,21,24,11.95
2025-04-09 17:22:27.948915,Jaydev Vihar,54,27,68.86
2025-04-09 17:22:27.948915,Rupali Square,106,40,110.73
2025-04-09 17:22:27.948915,CRP Square,38,57,28.86
2025-04-09 17:22:37.955030,Jaydev Vihar,124,37,143.99
2025-04-09 17:22:37.955984,Rupali Square,70,79,35.77
2025-04-09 17:22:37.957605,CRP Square,46,50,24.94
2025-04-09 17:22:47.959211,Jaydev Vihar,69,58,59.1
2025-04-09 17:22:47.961047,Rupali Square,150,69,92.51
2025-04-09 17:22:47.961047,CRP Square,81,45,73.48
2025-04-09 17:22:57.964600,Jaydev Vihar,11,63,14.8
2025-04-09 17:22:57.966921,Rupali Square,105,24,69.53
2025-04-09 17:22:57.966921,CRP Square,140,31,85.8
2025-04-09 17:23:07.971346,Jaydev Vihar,77,71,120.93
2025-04-09 17:23:07.971346,Rupali Square,31,71,17.09
2025-04-09 17:23:07.971346,CRP Square,48,45,29.61
2025-04-09 17:23:17.978087,Jaydev Vihar,67,27,40.29
2025-04-09 17:23:17.981289,Rupali Square,87,78,100.98
2025-04-09 17:23:17.983007,CRP Square,34,62,20.58
2025-04-09 17:23:28.039529,Jaydev Vihar,146,46,233.87
2025-04-09 17:23:28.039529,Rupali Square,119,21,186.72
2025-04-09 17:23:28.039529,CRP Square,32,71,17.05
2025-04-09 17:23:38.045853,Jaydev Vihar,33,66,27.18
2025-04-09 17:23:38.045853,Rupali Square,27,57,14.35
2025-04-09 17:23:38.181121,CRP Square,13,53,13.75
2025-04-09 17:23:48.183900,Jaydev Vihar,39,58,43.19
2025-04-09 17:23:48.183900,Rupali Square,45,39,45.46
2025-04-09 17:23:48.183900,CRP Square,24,71,13.39
2025-04-09 17:23:58.189749,Jaydev Vihar,126,72,75.25
2025-04-09 17:23:58.192494,Rupali Square,127,68,95.62
2025-04-09 17:23:58.194473,CRP Square,108,59,180.25
2025-04-09 17:24:08.196653,Jaydev Vihar,37,76,19.86
2025-04-09 17:24:08.196653,Rupali Square,137,23,72.5
2025-04-09 17:24:08.196653,CRP Square,128,76,71.83
2025-04-09 17:24:18.202608,Jaydev Vihar,68,34,74.31
2025-04-09 17:24:18.202608,Rupali Square,26,79,23.47
2025-04-09 17:24:18.202608,CRP Square,119,48,74.67
2025-04-09 17:24:28.208427,Jaydev Vihar,65,64,52.85
2025-04-09 17:24:28.208427,Rupali Square,123,70,65.2
2025-04-09 17:24:28.212628,CRP Square,11,36,8.03
2025-04-09 17:24:38.215550,Jaydev Vihar,124,32,232.72
2025-04-09 17:24:38.246900,Rupali Square,143,75,81.73
2025-04-09 17:24:38.287679,CRP Square,87,29,120.85
2025-04-09 17:24:48.290415,Jaydev Vihar,91,68,55.25
2025-04-09 17:24:48.291801,Rupali Square,126,43,63.37
2025-04-09 17:24:48.307901,CRP Square,43,28,31.35
2025-04-09 17:24:58.310014,Jaydev Vihar,38,23,71.28
2025-04-09 17:24:58.310014,Rupali Square,45,31,33.34
2025-04-09 17:24:58.310014,CRP Square,113,78,195.87
2025-04-09 17:25:08.316584,Jaydev Vihar,70,80,83.76
2025-04-09 17:25:08.381374,Rupali Square,17,42,18.92
2025-04-09 17:25:08.398461,CRP Square,74,25,38.14
2025-04-09 17:25:18.400270,Jaydev Vihar,82,38,121.41
2025-04-09 17:25:18.402793,Rupali Square,99,52,74.79
2025-04-09 17:25:18.404563,CRP Square,89,80,74.97
2025-04-09 17:25:28.407013,Jaydev Vihar,146,35,83.81
2025-04-09 17:25:28.518943,Rupali Square,25,26,24.2
2025-04-09 17:25:28.518943,CRP Square,147,23,103.87
2025-04-09 17:25:38.522372,Jaydev Vihar,113,47,58.41
2025-04-09 17:25:38.522372,Rupali Square,107,24,70.0
2025-04-09 17:25:38.524946,CRP Square,59,68,31.04
2025-04-09 17:25:48.526329,Jaydev Vihar,64,39,113.07
2025-04-09 17:25:48.528382,Rupali Square,37,57,19.12
2025-04-09 17:25:48.530042,CRP Square,108,72,80.6
2025-04-09 17:25:58.532255,Jaydev Vihar,77,30,44.76
2025-04-09 17:25:58.532255,Rupali Square,76,36,44.83
2025-04-09 17:25:58.532255,CRP Square,78,77,60.9
2025-04-09 17:26:08.538375,Jaydev Vihar,98,26,60.76
2025-04-09 17:26:08.538375,Rupali Square,148,62,147.3
